,source,element_id,element_path_value,element_short_value,element_definition_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_representation_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_alias_value,element_binding_extension_url,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_isModifier_value,element_binding_extension_valueReference_reference_value,element_sliceName_value,element_type_profile_value,element_mustSupport_value,element_fixedUri_value,element_requirements_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_type_targetProfile_value,element_fixedCode_value,element_extension_url,element_extension_valueBoolean_value,element_defaultValueBoolean_value,element_slicing_ordered_value
91,ARS|s_CareConnect-GPC-Immunization-1,Immunization.route.coding:snomedCT.extension:snomedCTDescriptionID.id,Immunization.route.coding.extension.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,ARS|s_CareConnect-GPC-Immunization-1,Immunization.route.coding:snomedCT.extension:snomedCTDescriptionID.extension,Immunization.route.coding.extension.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,
93,ARS|s_CareConnect-GPC-Immunization-1,Immunization.route.coding:snomedCT.extension:snomedCTDescriptionID.url,Immunization.route.coding.extension.url,identifies the meaning of the extension,Source of the definition for the extension code - a logical name or a URL.,1,1,1..1,Extension.url,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.",uri,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,https://fhir.hl7.org.uk/STU3/StructureDefinition/Extension-coding-sctdescid,,,,,,,,,,
94,ARS|s_CareConnect-GPC-Immunization-1,Immunization.route.coding:snomedCT.extension:snomedCTDescriptionID.value[x],Immunization.route.coding.extension.value[x],Value of extension,Value of extension - may be a resource or one of a constrained set of the data types (see Extensibility in the spec for list).,0,1,0..1,Extension.value[x],0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","A stream of bytes, base64 encoded","['base64Binary', 'boolean', 'code', 'date', 'dateTime', 'decimal', 'id', 'instant', 'integer', 'markdown', 'oid', 'positiveInt', 'string', 'time', 'unsignedInt', 'uri', 'Address', 'Age', 'Annotation', 'Attachment', 'CodeableConcept', 'Coding', 'ContactPoint', 'Count', 'Distance', 'Duration', 'HumanName', 'Identifier', 'Money', 'Period', 'Quantity', 'Range', 'Ratio', 'Reference', 'SampledData', 'Signature', 'Timing', 'Meta']",ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,ARS|s_CareConnect-GPC-Immunization-1,Immunization.route.coding:snomedCT.system,Immunization.route.coding.system,Identity of the terminology system,The identification of the code system that defines the meaning of the symbol in the code.,1,1,1..1,Coding.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.3', './codeSystem', 'fhir:Coding.system rdfs:subPropertyOf dt:CDCoding.codeSystem']","The URI may be an OID (urn:oid:...) or a UUID (urn:uuid:...).  OIDs and UUIDs SHALL be references to the HL7 OID registry. Otherwise, the URI should come from HL7's list of FHIR defined special URIs or it should de-reference to some definition that establish the system clearly and unambiguously.",uri,ele-1,true,,,,,,,,,,,,,,,,,,http://snomed.info/sct,Need to be unambiguous about the source of the definition of the symbol.,,,,,,,,,
96,ARS|s_CareConnect-GPC-Immunization-1,Immunization.route.coding:snomedCT.version,Immunization.route.coding.version,Version of the system - if relevant,"The version of the code system which was used when choosing this code. Note that a well-maintained code system does not need the version reported, because the meaning of codes is consistent across versions. However this cannot consistently be assured. and when the meaning is not guaranteed to be consistent, the version SHOULD be exchanged.",0,1,0..1,Coding.version,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.7', './codeSystemVersion', 'fhir:Coding.version rdfs:subPropertyOf dt:CDCoding.codeSystemVersion']","Where the terminology does not clearly define what string should be used to identify code system versions, the recommendation is to use the date (expressed in FHIR date format) on which that version was officially published as the version date.",string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,ARS|s_CareConnect-GPC-Immunization-1,Immunization.route.coding:snomedCT.code,Immunization.route.coding.code,Symbol in syntax defined by the system,A symbol in syntax defined by the system. The symbol may be a predefined code or an expression in a syntax defined by the coding system (e.g. post-coordination).,1,1,1..1,Coding.code,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.1', './code', 'fhir:Coding.code rdfs:subPropertyOf dt:CDCoding.code']",Note that FHIR strings may not exceed 1MB in size,code,ele-1,true,,,,,,,,,,,,,,,,,,,Need to refer to a particular code in the system.,,,,,,,,,
98,ARS|s_CareConnect-GPC-Immunization-1,Immunization.route.coding:snomedCT.display,Immunization.route.coding.display,Representation defined by the system,"A representation of the meaning of the code in the system, following the rules of the system.",1,1,1..1,Coding.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.2 - but note this is not well followed', 'CV.displayName', 'fhir:Coding.display rdfs:subPropertyOf dt:CDCoding.displayName']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,Need to be able to carry a human-readable meaning of the code for readers that do not know  the system.,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,
99,ARS|s_CareConnect-GPC-Immunization-1,Immunization.route.coding:snomedCT.userSelected,Immunization.route.coding.userSelected,If this coding was chosen directly by the user,Indicates that this coding was chosen by a user directly - i.e. off a pick list of available items (codes or displays).,0,1,0..1,Coding.userSelected,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'Sometimes implied by being first', 'CD.codingRationale', 'fhir:Coding.userSelected fhir:mapsTo dt:CDCoding.codingRationale. fhir:Coding.userSelected fhir:hasMap fhir:Coding.userSelected.map. fhir:Coding.userSelected.map a fhir:Map;   fhir:target dt:CDCoding.codingRationale. fhir:Coding.userSelected\\#true a [     fhir:source ""true"";     fhir:target dt:CDCoding.codingRationale\\#O   ]']","Amongst a set of alternatives, a directly chosen code is the most appropriate starting point for new translations. There is some ambiguity about what exactly 'directly chosen' implies, and trading partner agreement may be needed to clarify the use of this element and its consequences more completely.",boolean,ele-1,true,,,,,,,,,,,,,,,,,,,"This has been identified as a clinical safety criterium - that this exact system/code pair was chosen explicitly, rather than inferred by the system based on some rules or language processing.",,,,,,,,,
100,ARS|s_CareConnect-GPC-Immunization-1,Immunization.route.text,Immunization.route.text,Plain text representation of the concept,A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.,0,1,0..1,CodeableConcept.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.9. But note many systems use C*E.2 for this', './originalText[mediaType/code=""text/plain""]/data', 'fhir:CodeableConcept.text rdfs:subPropertyOf dt:CD.originalText']",Very often the text is the same as a displayName of one of the codings.,string,ele-1,true,,,,,,,,,,,,,,,,,,,"The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.",,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,
101,ARS|s_CareConnect-GPC-Immunization-1,Immunization.doseQuantity,Immunization.doseQuantity,Amount of vaccine administered,The quantity of vaccine product that was administered.,0,1,0..1,Immunization.doseQuantity,0,1,"['ele-1', 'qty-3', 'sqty-1']","['error', 'error', 'error']","['All FHIR elements must have a @value or children', 'If a code for the unit is present, the system SHALL also be present', 'The comparator is not used on a SimpleQuantity']","['hasValue() | (children().count() > id.count())', 'code.empty() or system.exists()', 'comparator.empty()']","['@value|f:*|h:div', 'not(exists(f:code)) or exists(f:system)', 'not(exists(f:comparator))']","['rim', 'v2', 'rim', 'v2', 'rim']","['n/a', 'SN (see also Range) or CQ', 'PQ, IVL<PQ>, MO, CO, depending on the values', 'RXA-6 / RXA-7.1', '.doseQuantity']",The context of use may frequently define what kind of quantity this is and therefore what kind of units can be used. The context of use may also restrict the values for the comparator.,Quantity,ele-1,,,,,,,,,,,,,,false,,,http://hl7.org/fhir/StructureDefinition/SimpleQuantity,true,,,,,,,,,,,
102,ARS|s_CareConnect-GPC-Immunization-1,Immunization.practitioner,Immunization.practitioner,Who performed event,Indicates who or what performed the event.,0,*,0..*,Immunization.practitioner,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'workflow', 'v2', 'rim']","['n/a', 'Event.performer', 'ORC-12 / RXA-10', '.participation[typeCode=PRF].role[scoper.determinerCode=INSTANCE]']",,BackboneElement,ele-1,true,,,,,,,,,,,,,,,,,true,,,,,,,,,,,
103,ARS|s_CareConnect-GPC-Immunization-1,Immunization.practitioner.id,Immunization.practitioner.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,ARS|s_CareConnect-GPC-Immunization-1,Immunization.practitioner.extension,Immunization.practitioner.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,
105,ARS|s_CareConnect-GPC-Immunization-1,Immunization.practitioner.modifierExtension,Immunization.practitioner.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,true,,,,,,,,,,,,,,,
106,ARS|s_CareConnect-GPC-Immunization-1,Immunization.practitioner.role,Immunization.practitioner.role,What type of performance was done,"Describes the type of performance (e.g. ordering provider, administering provider, etc.).",0,1,0..1,Immunization.practitioner.role,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'workflow', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', 'Event.performer.role', '.participation.functionCode']","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.",CodeableConcept,ele-1,true,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,ImmunizationRole,,extensible,The role a practitioner plays in the immunization event,http://hl7.org/fhir/ValueSet/immunization-role,,,,,true,,,,,,,,,,,
107,ARS|s_CareConnect-GPC-Immunization-1,Immunization.practitioner.actor,Immunization.practitioner.actor,Individual who was performing,"The device, practitioner, etc. who performed the action.",1,1,1..1,Immunization.practitioner.actor,1,1,"['ele-1', 'ref-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'SHALL have a contained resource if a local reference is provided']","['hasValue() | (children().count() > id.count())', ""reference.startsWith('#').not() or (reference.substring(1).trace('url') in %resource.contained.id.trace('ids'))""]","['@value|f:*|h:div', ""not(starts-with(f:reference/@value, '#')) or exists(ancestor::*[self::f:entry or self::f:parameter]/f:resource/f:*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')]|/*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')])""]","['rim', 'rim', 'workflow', 'rim', 'w5']","['n/a', 'The target of a resource reference is a RIM entry point (Act, Role, or Entity)', 'Event.performer.actor', '.player', 'who.actor']","References SHALL be a reference to an actual FHIR resource, and SHALL be resolveable (allowing for access control, temporary unavailability, etc). Resolution can be either by retrieval from the URL, or, where applicable by resource type, by treating an absolute reference as a canonical URL and looking it up in a local registry/repository.",Reference,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,https://fhir.nhs.uk/STU3/StructureDefinition/CareConnect-GPC-Practitioner-1,,,,,
108,ARS|s_CareConnect-GPC-Immunization-1,Immunization.note,Immunization.note,Vaccination notes,Extra information about the immunization that is not conveyed by the other attributes.,0,*,0..*,Immunization.note,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'workflow', 'rim']","['n/a', 'N/A', 'Act', 'Event.note', 'note']","For systems that do not have structured annotations, they can simply communicate a single annotation with no author or time.  This element may need to be included in narrative because of the potential for modifying information.  *Annotations SHOULD NOT* be used to communicate ""modifying"" information that could be computable. (This is a SHOULD because enforcing user behavior is nearly impossible).",Annotation,ele-1,true,,,,,,,,,,,,,,,,,true,,,,,,,,,,,
109,ARS|s_CareConnect-GPC-Immunization-1,Immunization.note.id,Immunization.note.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,ARS|s_CareConnect-GPC-Immunization-1,Immunization.note.extension,Immunization.note.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,
111,ARS|s_CareConnect-GPC-Immunization-1,Immunization.note.author[x],Immunization.note.author[x],Individual responsible for the annotation,The individual responsible for making the annotation.,0,1,0..1,Annotation.author[x],0,1,"['ele-1', 'ref-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'SHALL have a contained resource if a local reference is provided']","['hasValue() | (children().count() > id.count())', ""reference.startsWith('#').not() or (reference.substring(1).trace('url') in %resource.contained.id.trace('ids'))""]","['@value|f:*|h:div', ""not(starts-with(f:reference/@value, '#')) or exists(ancestor::*[self::f:entry or self::f:parameter]/f:resource/f:*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')]|/*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')])""]","['rim', 'rim', 'v2', 'rim']","['n/a', 'The target of a resource reference is a RIM entry point (Act, Role, or Entity)', 'N/A', 'Act.participant[typeCode=AUT].role']","References SHALL be a reference to an actual FHIR resource, and SHALL be resolveable (allowing for access control, temporary unavailability, etc). Resolution can be either by retrieval from the URL, or, where applicable by resource type, by treating an absolute reference as a canonical URL and looking it up in a local registry/repository.","['Reference', 'string', 'Reference', 'Reference']",ele-1,true,,,,,,,,,,,,,,,,,,,,,,,"['http://hl7.org/fhir/StructureDefinition/RelatedPerson', 'https://fhir.nhs.uk/STU3/StructureDefinition/CareConnect-GPC-Practitioner-1', 'https://fhir.nhs.uk/STU3/StructureDefinition/CareConnect-GPC-Patient-1']",,,,,
112,ARS|s_CareConnect-GPC-Immunization-1,Immunization.note.time,Immunization.note.time,When the annotation was made,Indicates when this particular annotation was made.,0,1,0..1,Annotation.time,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'N/A', 'Act.effectiveTime']",,dateTime,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,ARS|s_CareConnect-GPC-Immunization-1,Immunization.note.text,Immunization.note.text,The annotation  - text content,The text of the annotation.,1,1,1..1,Annotation.text,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'N/A', 'Act.text']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,ARS|s_CareConnect-GPC-Immunization-1,Immunization.explanation,Immunization.explanation,Administration/non-administration reasons,Reasons why a vaccine was or was not administered.,0,1,0..1,Immunization.explanation,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,,BackboneElement,ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ARS|s_CareConnect-GPC-Immunization-1,Immunization.explanation.id,Immunization.explanation.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,ARS|s_CareConnect-GPC-Immunization-1,Immunization.explanation.extension,Immunization.explanation.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,
117,ARS|s_CareConnect-GPC-Immunization-1,Immunization.explanation.modifierExtension,Immunization.explanation.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,true,,,,,,,,,,,,,,,
118,ARS|s_CareConnect-GPC-Immunization-1,Immunization.explanation.reason,Immunization.explanation.reason,Why immunization occurred,Reasons why a vaccine was administered.,0,*,0..*,Immunization.explanation.reason,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'workflow', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', 'Event.reasonCodeableConcept', '[actionNegationInd=false].reasonCode']","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.",CodeableConcept,ele-1,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,ImmunizationReason,,example,The reason why a vaccine was administered,https://fhir.hl7.org.uk/STU3/ValueSet/CareConnect-ImmunizationExplanationReason-2,,,,,true,,,,,,,,,,,
119,ARS|s_CareConnect-GPC-Immunization-1,Immunization.explanation.reasonNotGiven,Immunization.explanation.reasonNotGiven,Why immunization did not occur,Reason why a vaccine was not administered.,0,*,0..*,Immunization.explanation.reasonNotGiven,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'workflow', 'v2', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', 'Event.notDoneReason', 'RXA-18', '[actionNegationInd=true].reasonCode']","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.",CodeableConcept,ele-1,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,NoImmunizationReason,,extensible,The reason why a vaccine was not administered,https://fhir.hl7.org.uk/STU3/ValueSet/CareConnect-ReasonImmunizationNotAdministered-1,,,,,true,,,,,,,,,,,
120,ARS|s_CareConnect-GPC-Immunization-1,Immunization.reaction,Immunization.reaction,Details of a reaction that follows immunization,Categorical data indicating that an adverse event is associated in time to an immunization.,0,*,0..*,Immunization.reaction,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'OBX-3', 'Observation[classCode=obs].code']","A reaction may be an indication of an allergy or intolerance and, if this is determined to be the case,  it should be recorded as a new [AllergyIntolerance](allergyintolerance.html) resource instance as most systems will not query against  past Immunization.reaction elements.",BackboneElement,ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,ARS|s_CareConnect-GPC-Immunization-1,Immunization.reaction.id,Immunization.reaction.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,ARS|s_CareConnect-GPC-Immunization-1,Immunization.reaction.extension,Immunization.reaction.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,
