,source,element_id,element_path_value,element_short_value,element_definition_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_alias_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_sliceName_value,element_type_profile_value,element_slicing_ordered_value,element_requirements_value,element_representation_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_mustSupport_value,element_fixedUri_value,element_defaultValueBoolean_value,element_example_valueCode_value,element_orderMeaning_value,element_example_valuePeriod_start_value,element_example_valuePeriod_end_value
134,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.purpose.text,Organization.contact.purpose.text,Plain text representation of the concept,A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.,0,1,0..1,CodeableConcept.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.9. But note many systems use C*E.2 for this', './originalText[mediaType/code=""text/plain""]/data', 'fhir:CodeableConcept.text rdfs:subPropertyOf dt:CD.originalText']",Very often the text is the same as a displayName of one of the codings.,string,ele-1,true,,,,,,,,,,,,,,,,,"The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.",,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,,
135,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name,Organization.contact.name,A name associated with the contact,A name associated with the contact.,0,1,0..1,Organization.contact.name,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'v2', 'rim']","['n/a', 'XPN', 'EN (actually, PN)', 'ProviderName', 'PID-5, PID-9', './name']","Names may be changed, or repudiated, or people may have different names in different contexts. Names may be divided into parts of different type that have variable significance depending on context, though the division into parts does not always matter. With personal names, the different parts may or may not be imbued with some implicit meaning; various cultures associate different importance with the name parts and the degree to which systems must care about name parts around the world varies widely.",HumanName,ele-1,,,,,,,,,,,,,,,,,,Need to be able to track the person by name.,,,,,,,,,,,,,,,
136,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.id,Organization.contact.name.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
137,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.extension,Organization.contact.name.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
138,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.use,Organization.contact.name.use,usual | official | temp | nickname | anonymous | old | maiden,Identifies the purpose for this name.,0,1,0..1,HumanName.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.7, but often indicated by which field contains the name', 'unique(./use)', './NamePurpose']","This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old name etc.for a current/permanent one. Applications can assume that a name is current unless it explicitly says that it is temporary or old.",code,ele-1,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,NameUse,,required,The use of a human name,http://hl7.org/fhir/ValueSet/name-use,,,,,,,,,Allows the appropriate name for a particular context of use to be selected from among a set of names.,,,,,,,,,,,,,,,
139,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.text,Organization.contact.name.text,Text representation of the full name,A full text representation of the name.,0,1,0..1,HumanName.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'implied by XPN.11', './formatted']",Can provide both a text representation and structured parts.,string,ele-1,true,,,,,,,,,,,,,,,,,"A renderable, unencoded form.",,,,,,,,,,,,,,,
140,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.family,Organization.contact.name.family,Family name (often called 'Surname'),The part of a name that links to the genealogy. In some cultures (e.g. Eritrea) the family name of a son is the first name of his father.,1,1,1..1,HumanName.family,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.1/FN.1', './part[partType = FAM]', './FamilyName']","Family Name may be decomposed into specific parts using extensions (de, nl, es related cultures).",string,ele-1,true,,,,,,,,,surname,,,,,,,,,,,,,,,,,,,,,,,
141,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.given,Organization.contact.name.given,Given names (not always 'first'). Includes middle names,Given name.,0,*,0..*,HumanName.given,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.2 + XPN.3', './part[partType = GIV]', './GivenNames']","If only initials are recorded, they may be used in place of the full name.  Not called ""first name"" since given names do not always come first.",string,ele-1,true,,,,,,,,,"['first name', 'middle name']",,,,,,,,,,,,,,,,,,,,,Given Names appear in the correct order for presenting the name,,
142,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.prefix,Organization.contact.name.prefix,Parts that come before the name,"Part of the name that is acquired as a title due to academic, legal, employment or nobility status, etc. and that appears at the start of the name.",0,*,0..*,HumanName.prefix,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.5', './part[partType = PFX]', './TitleCode']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefixes appear in the correct order for presenting the name,,
143,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.suffix,Organization.contact.name.suffix,Parts that come after the name,"Part of the name that is acquired as a title due to academic, legal, employment or nobility status, etc. and that appears at the end of the name.",0,*,0..*,HumanName.suffix,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'XPN/4', './part[partType = SFX]']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suffixes appear in the correct order for presenting the name,,
144,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.period,Organization.contact.name.period,Time period when name was/is in use,Indicates the period of time when this name was valid for the named person.,0,1,0..1,HumanName.period,0,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim', 'v2', 'rim', 'servd']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]', 'XPN.13 + XPN.14', './usablePeriod[type=""IVL<TS>""]', './StartDate and ./EndDate']","This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",Period,ele-1,true,,,,,,,,,,,,,,,,,Allows names to be placed in historical context.,,,,,,,,,,,,,,,
145,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.period.id,Organization.contact.name.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
146,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.period.extension,Organization.contact.name.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
147,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.period.start,Organization.contact.name.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']","If the low element is missing, the meaning is that the low boundary is not known.",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.name.period.end,Organization.contact.name.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,,,,,
149,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom,Organization.contact.telecom,"Contact details (telephone, email, etc.)  for a contact",A contact detail (e.g. a telephone number or an email address) by which the party may be contacted.,0,*,0..*,Organization.contact.telecom,0,*,"['ele-1', 'cpt-2']","['error', 'error']","['All FHIR elements must have a @value or children', 'A system is required if a value is provided.']","['hasValue() | (children().count() > id.count())', 'value.empty() or system.exists()']","['@value|f:*|h:div', 'not(exists(f:value)) or exists(f:system)']","['rim', 'v2', 'rim', 'servd', 'v2', 'rim']","['n/a', 'XTN', 'TEL', 'ContactPoint', 'PID-13, PID-14', './telecom']",,ContactPoint,ele-1,,,,,,,,,,,,,,,,,,"People have (primary) ways to contact them in some way such as phone, email.",,,,,,,,,,,,,,,
150,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.id,Organization.contact.telecom.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
151,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.extension,Organization.contact.telecom.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
152,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.system,Organization.contact.telecom.system,phone | fax | email | pager | url | sms | other,Telecommunications form for contact point - what communications system is required to make use of the contact.,0,1,0..1,ContactPoint.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.3', './scheme', './ContactPointType']",Note that FHIR strings may not exceed 1MB in size,code,"['ele-1', 'cpt-2']",true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,ContactPointSystem,,required,Telecommunications form for contact point,http://hl7.org/fhir/ValueSet/contact-point-system,,,,,,,,,,,,,,,,,,,,,,,,
153,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.value,Organization.contact.telecom.value,The actual contact point details,"The actual contact point details, in a form that is meaningful to the designated communication system (i.e. phone number or email address).",0,1,0..1,ContactPoint.value,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.1 (or XTN.12)', './url', './Value']","Additional text data such as phone extension numbers, or notes about use of the contact are sometimes included in the value.",string,ele-1,true,,,,,,,,,,,,,,,,,Need to support legacy numbers that are not in a tightly controlled format.,,,,,,,,,,,,,,,
154,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.use,Organization.contact.telecom.use,home | work | temp | old | mobile - purpose of this contact point,Identifies the purpose for the contact point.,0,1,0..1,ContactPoint.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.2 - but often indicated by field', 'unique(./use)', './ContactPointPurpose']","This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old contact etc.for a current/permanent one. Applications can assume that a contact is current unless it explicitly says that it is temporary or old.",code,ele-1,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,ContactPointUse,,required,Use of contact point,http://hl7.org/fhir/ValueSet/contact-point-use,,,,,,,,,"Need to track the way a person uses this contact, so a user can choose which is appropriate for their purpose.",,,,,,,,,,,,,,,
155,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.rank,Organization.contact.telecom.rank,Specify preferred order of use (1 = highest),Specifies a preferred order in which to use a set of contacts. Contacts are ranked with lower values coming before higher values.,0,1,0..1,ContactPoint.rank,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2']","['n/a', 'n/a']",Note that rank does not necessarily follow the order in which the contacts are represented in the instance.,positiveInt,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.period,Organization.contact.telecom.period,Time period when the contact point was/is in use,Time period when the contact point was/is in use.,0,1,0..1,ContactPoint.period,0,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim', 'v2', 'rim', 'servd']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]', 'N/A', './usablePeriod[type=""IVL<TS>""]', './StartDate and ./EndDate']","This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",Period,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.period.id,Organization.contact.telecom.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
158,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.period.extension,Organization.contact.telecom.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
159,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.period.start,Organization.contact.telecom.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']","If the low element is missing, the meaning is that the low boundary is not known.",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.telecom.period.end,Organization.contact.telecom.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,,,,,
161,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.address,Organization.contact.address,Visiting or postal addresses for the contact,Visiting or postal addresses for the contact.,0,1,0..1,Organization.contact.address,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'v2', 'rim']","['n/a', 'XAD', 'AD', 'Address', 'PID-11', './addr']","Note: address is for postal addresses, not physical locations.",Address,ele-1,,,,,,,,,,,,,,,,,,"May need to keep track of a contact party's address for contacting, billing or reporting requirements.",,,,,,,,,,,,,,,
162,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.address.id,Organization.contact.address.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
163,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.address.extension,Organization.contact.address.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
164,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.address.use,Organization.contact.address.use,home | work | temp | old - purpose of this address,The purpose of this address.,0,1,0..1,Address.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XAD.7', 'unique(./use)', './AddressPurpose']","This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old address etc.for a current/permanent one. Applications can assume that an address is current unless it explicitly says that it is temporary or old.",code,ele-1,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,AddressUse,,required,The use of an address,http://hl7.org/fhir/ValueSet/address-use,,,,,,,,,Allows an appropriate address to be chosen from a list of many.,,,,General,,,,,,,,home,,,
165,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.address.type,Organization.contact.address.type,postal | physical | both,Distinguishes between physical addresses (those you can visit) and mailing addresses (e.g. PO Boxes and care-of addresses). Most addresses are both.,0,1,0..1,Address.type,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard']","['n/a', 'XAD.18', 'unique(./use)', 'address type parameter']",Note that FHIR strings may not exceed 1MB in size,code,ele-1,true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,AddressType,,required,The type of an address (physical / postal),http://hl7.org/fhir/ValueSet/address-type,,,,,,,,,,,,,General,,,,,,,,both,,,
166,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.address.text,Organization.contact.address.text,Text representation of the address,A full text representation of the address.,0,1,0..1,Address.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard']","['n/a', 'XAD.1 + XAD.2 + XAD.3 + XAD.4 + XAD.5 + XAD.6', './formatted', 'address label parameter']",Can provide both a text representation and parts.,string,ele-1,true,,,,,,,,,,,,,,,,,"A renderable, unencoded form.",,,,General,,"137 Nowhere Street, Erewhon 9132",,,,,,,,,
167,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.address.line,Organization.contact.address.line,"Street name, number, direction & P.O. Box etc.","This component contains the house number, apartment number, street name, street direction,  P.O. Box number, delivery hints, and similar address information.",0,*,0..*,Address.line,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.1 + XAD.2 (note: XAD.1 and XAD.2 have different meanings for a company address than for a person address)', 'AD.part[parttype = AL]', 'street', './StreetAddress (newline delimitted)']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,,,home | work | temp | old - purpose of this address.,,,,General,,137 Nowhere Street,,,,,,,The order in which lines should appear in an address label,,
168,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.address.city,Organization.contact.address.city,"Name of city, town etc.","The name of the city, town, village or other community or delivery center.",0,1,0..1,Address.city,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.3', 'AD.part[parttype = CTY]', 'locality', './Jurisdiction']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,Municpality,,,,,,,,,,,,General,,Erewhon,,,,,,,,,
169,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.address.district,Organization.contact.address.district,District name (aka county),The name of the administrative area (county).,0,1,0..1,Address.district,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'XAD.9', 'AD.part[parttype = CNT | CPA]']","District is sometimes known as county, but in some regions 'county' is used in place of city (municipality), so county name should be conveyed in city instead.",string,ele-1,true,,,,,,,,,County,,,,,,,,,,,,General,,Madison,,,,,,,,,
170,ARS|s_CareConnect-GPC-Organization-1,Organization.contact.address.state,Organization.contact.address.state,Sub-unit of country (abbreviations ok),Sub-unit of a country with limited sovereignty in a federally organized country. A code may be used if codes are in common use (i.e. US 2 letter state codes).,0,0,0..0,Address.state,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.4', 'AD.part[parttype = STA]', 'region', './Region']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,"['Province', 'Territory']",,,,,,,,,,,,,,,,,,,,,,,
